Case,Permutation_ID,Order1,Order2,Order3,Order4,Order5,Order6,Bus1,Bus2,Bus3,Bus4,Bus5,Bus6,PBESS1_kW,PBESS2_kW,PBESS3_kW,PBESS4_kW,PBESS5_kW,PBESS6_kW,P_BESS_total_kW,Vmin_pu,Lmax_pct,CritFrom,CritTo,BFS_converged,BFS_iterations,BFS_residual_pu,Thermal_feasible,OuterIterations,BisectionSweeps
P1/D3,11,26,22,14,6,18,10,6,10,14,18,22,26,0.190429687499993,0.190429687499993,83.2177734375,0.190429687499993,195,195,473.7890625,0.912397595633145,99.9805029144393,5,6,1,13,4.18981827656828e-13,1,2,1
P1/D3,12,26,22,14,6,10,18,6,10,14,18,22,26,0.190429687499993,0.190429687499993,83.2177734375,0.190429687499993,195,195,473.7890625,0.912397595633145,99.9805029144393,5,6,1,13,4.18981827656828e-13,1,2,1
P1/D3,13,26,22,10,18,14,6,6,10,14,18,22,26,0.190429687499993,87.0263671875,0.190429687499993,0.190429687499993,195,195,477.59765625,0.910881608253479,99.9827080127556,5,6,1,13,5.25344026829497e-13,1,2,1
P1/D3,14,26,22,10,18,6,14,6,10,14,18,22,26,0.190429687499993,87.0263671875,0.190429687499993,0.190429687499993,195,195,477.59765625,0.910881608253479,99.9827080127556,5,6,1,13,5.25344026829497e-13,1,2,1
P1/D3,15,26,22,10,14,18,6,6,10,14,18,22,26,0.190429687499993,87.0263671875,0.190429687499993,0.190429687499993,195,195,477.59765625,0.910881608253479,99.9827080127556,5,6,1,13,5.25344026829497e-13,1,2,1
P1/D3,16,26,22,10,14,6,18,6,10,14,18,22,26,0.190429687499993,87.0263671875,0.190429687499993,0.190429687499993,195,195,477.59765625,0.910881608253479,99.9827080127556,5,6,1,13,5.25344026829497e-13,1,2,1
P1/D3,17,26,22,10,6,18,14,6,10,14,18,22,26,0.190429687499993,87.0263671875,0.190429687499993,0.190429687499993,195,195,477.59765625,0.910881608253479,99.9827080127556,5,6,1,13,5.25344026829497e-13,1,2,1
P1/D3,18,26,22,10,6,14,18,6,10,14,18,22,26,0.190429687499993,87.0263671875,0.190429687499993,0.190429687499993,195,195,477.59765625,0.910881608253479,99.9827080127556,5,6,1,13,5.25344026829497e-13,1,2,1
P1/D3,19,26,22,6,18,14,10,6,10,14,18,22,26,97.880859375,0.190429687499993,0.190429687499993,0.190429687499993,195,195,488.4521484375,0.908361957055172,99.9813340993813,5,6,1,13,7.35429480819727e-13,1,2,1
P1/D3,20,26,22,6,18,10,14,6,10,14,18,22,26,97.880859375,0.190429687499993,0.190429687499993,0.190429687499993,195,195,488.4521484375,0.908361957055172,99.9813340993813,5,6,1,13,7.35429480819727e-13,1,2,1
P1/D3,21,26,22,6,14,18,10,6,10,14,18,22,26,97.880859375,0.190429687499993,0.190429687499993,0.190429687499993,195,195,488.4521484375,0.908361957055172,99.9813340993813,5,6,1,13,7.35429480819727e-13,1,2,1
P1/D3,22,26,22,6,14,10,18,6,10,14,18,22,26,97.880859375,0.190429687499993,0.190429687499993,0.190429687499993,195,195,488.4521484375,0.908361957055172,99.9813340993813,5,6,1,13,7.35429480819727e-13,1,2,1
P1/D3,23,26,22,6,10,18,14,6,10,14,18,22,26,97.880859375,0.190429687499993,0.190429687499993,0.190429687499993,195,195,488.4521484375,0.908361957055172,99.9813340993813,5,6,1,13,7.35429480819727e-13,1,2,1
P1/D3,24,26,22,6,10,14,18,6,10,14,18,22,26,97.880859375,0.190429687499993,0.190429687499993,0.190429687499993,195,195,488.4521484375,0.908361957055172,99.9813340993813,5,6,1,13,7.35429480819727e-13,1,2,1
P1/D3,25,26,18,22,14,10,6,6,10,14,18,22,26,0.190429687499993,0.190429687499993,0.190429687499993,81.123046875,0.190429687499993,195,276.884765625,0.914170678930932,99.979681463028,5,6,1,13,3.51557551954154e-13,1,2,1
P1/D3,26,26,18,22,14,6,10,6,10,14,18,22,26,0.190429687499993,0.190429687499993,0.190429687499993,81.123046875,0.190429687499993,195,276.884765625,0.914170678930932,99.979681463028,5,6,1,13,3.51557551954154e-13,1,2,1
P1/D3,27,26,18,22,10,14,6,6,10,14,18,22,26,0.190429687499993,0.190429687499993,0.190429687499993,81.123046875,0.190429687499993,195,276.884765625,0.914170678930932,99.979681463028,5,6,1,13,3.51557551954154e-13,1,2,1
P1/D3,28,26,18,22,10,6,14,6,10,14,18,22,26,0.190429687499993,0.190429687499993,0.190429687499993,81.123046875,0.190429687499993,195,276.884765625,0.914170678930932,99.979681463028,5,6,1,13,3.51557551954154e-13,1,2,1
P1/D3,29,26,18,22,6,14,10,6,10,14,18,22,26,0.190429687499993,0.190429687499993,0.190429687499993,81.123046875,0.190429687499993,195,276.884765625,0.914170678930932,99.979681463028,5,6,1,13,3.51557551954154e-13,1,2,1
P1/D3,30,26,18,22,6,10,14,6,10,14,18,22,26,0.190429687499993,0.190429687499993,0.190429687499993,81.123046875,0.190429687499993,195,276.884765625,0.914170678930932,99.979681463028,5,6,1,13,3.51557551954154e-13,1,2,1
P1/D3,31,26,18,14,22,10,6,6,10,14,18,22,26,0.190429687499993,0.190429687499993,0.190429687499993,81.123046875,0.190429687499993,195,276.884765625,0.914170678930932,99.979681463028,5,6,1,13,3.51557551954154e-13,1,2,1
P1/D3,32,26,18,14,22,6,10,6,10,14,18,22,26,0.190429687499993,0.190429687499993,0.190429687499993,81.123046875,0.190429687499993,195,276.884765625,0.914170678930932,99.979681463028,5,6,1,13,3.51557551954154e-13,1,2,1
P1/D3,33,26,18,14,10,22,6,6,10,14,18,22,26,0.190429687499993,0.190429687499993,0.190429687499993,81.123046875,0.190429687499993,195,276.884765625,0.914170678930932,99.979681463028,5,6,1,13,3.51557551954154e-13,1,2,1
P1/D3,34,26,18,14,10,6,22,6,10,14,18,22,26,0.190429687499993,0.190429687499993,0.190429687499993,81.123046875,0.190429687499993,195,276.884765625,0.914170678930932,99.979681463028,5,6,1,13,3.51557551954154e-13,1,2,1
P1/D3,35,26,18,14,6,22,10,6,10,14,18,22,26,0.190429687499993,0.190429687499993,0.190429687499993,81.123046875,0.190429687499993,195,276.884765625,0.914170678930932,99.979681463028,5,6,1,13,3.51557551954154e-13,1,2,1
P1/D3,36,26,18,14,6,10,22,6,10,14,18,22,26,0.190429687499993,0.190429687499993,0.190429687499993,81.123046875,0.190429687499993,195,276.884765625,0.914170678930932,99.979681463028,5,6,1,13,3.51557551954154e-13,1,2,1
P1/D3,37,26,18,10,22,14,6,6,10,14,18,22,26,0.190429687499993,0.190429687499993,0.190429687499993,81.123046875,0.190429687499993,195,276.884765625,0.914170678930932,99.979681463028,5,6,1,13,3.51557551954154e-13,1,2,1
P1/D3,38,26,18,10,22,6,14,6,10,14,18,22,26,0.190429687499993,0.190429687499993,0.190429687499993,81.123046875,0.190429687499993,195,276.884765625,0.914170678930932,99.979681463028,5,6,1,13,3.51557551954154e-13,1,2,1
P1/D3,39,26,18,10,14,22,6,6,10,14,18,22,26,0.190429687499993,0.190429687499993,0.190429687499993,81.123046875,0.190429687499993,195,276.884765625,0.914170678930932,99.979681463028,5,6,1,13,3.51557551954154e-13,1,2,1
P1/D3,40,26,18,10,14,6,22,6,10,14,18,22,26,0.190429687499993,0.190429687499993,0.190429687499993,81.123046875,0.190429687499993,195,276.884765625,0.914170678930932,99.979681463028,5,6,1,13,3.51557551954154e-13,1,2,1
P1/D3,41,26,18,10,6,22,14,6,10,14,18,22,26,0.190429687499993,0.190429687499993,0.190429687499993,81.123046875,0.190429687499993,195,276.884765625,0.914170678930932,99.979681463028,5,6,1,13,3.51557551954154e-13,1,2,1
P1/D3,42,26,18,10,6,14,22,6,10,14,18,22,26,0.190429687499993,0.190429687499993,0.190429687499993,81.123046875,0.190429687499993,195,276.884765625,0.914170678930932,99.979681463028,5,6,1,13,3.51557551954154e-13,1,2,1
P1/D3,43,26,18,6,22,14,10,6,10,14,18,22,26,0.190429687499993,0.190429687499993,0.190429687499993,81.123046875,0.190429687499993,195,276.884765625,0.914170678930932,99.979681463028,5,6,1,13,3.51557551954154e-13,1,2,1
P1/D3,44,26,18,6,22,10,14,6,10,14,18,22,26,0.190429687499993,0.190429687499993,0.190429687499993,81.123046875,0.190429687499993,195,276.884765625,0.914170678930932,99.979681463028,5,6,1,13,3.51557551954154e-13,1,2,1
P1/D3,45,26,18,6,14,22,10,6,10,14,18,22,26,0.190429687499993,0.190429687499993,0.190429687499993,81.123046875,0.190429687499993,195,276.884765625,0.914170678930932,99.979681463028,5,6,1,13,3.51557551954154e-13,1,2,1
P1/D3,46,26,18,6,14,10,22,6,10,14,18,22,26,0.190429687499993,0.190429687499993,0.190429687499993,81.123046875,0.190429687499993,195,276.884765625,0.914170678930932,99.979681463028,5,6,1,13,3.51557551954154e-13,1,2,1
P1/D3,47,26,18,6,10,22,14,6,10,14,18,22,26,0.190429687499993,0.190429687499993,0.190429687499993,81.123046875,0.190429687499993,195,276.884765625,0.914170678930932,99.979681463028,5,6,1,13,3.51557551954154e-13,1,2,1
P1/D3,48,26,18,6,10,14,22,6,10,14,18,22,26,0.190429687499993,0.190429687499993,0.190429687499993,81.123046875,0.190429687499993,195,276.884765625,0.914170678930932,99.979681463028,5,6,1,13,3.51557551954154e-13,1,2,1
P1/D3,49,26,14,22,18,10,6,6,10,14,18,22,26,0.190429687499993,0.190429687499993,83.2177734375,0.190429687499993,0.190429687499993,195,278.9794921875,0.912270769854768,99.9820792494889,5,6,1,13,4.20697018306119e-13,1,2,1
P1/D3,50,26,14,22,18,6,10,6,10,14,18,22,26,0.190429687499993,0.190429687499993,83.2177734375,0.190429687499993,0.190429687499993,195,278.9794921875,0.912270769854768,99.9820792494889,5,6,1,13,4.20697018306119e-13,1,2,1
P1/D3,51,26,14,22,10,18,6,6,10,14,18,22,26,0.190429687499993,0.190429687499993,83.2177734375,0.190429687499993,0.190429687499993,195,278.9794921875,0.912270769854768,99.9820792494889,5,6,1,13,4.20697018306119e-13,1,2,1
P1/D3,52,26,14,22,10,6,18,6,10,14,18,22,26,0.190429687499993,0.190429687499993,83.2177734375,0.190429687499993,0.190429687499993,195,278.9794921875,0.912270769854768,99.9820792494889,5,6,1,13,4.20697018306119e-13,1,2,1
P1/D3,53,26,14,22,6,18,10,6,10,14,18,22,26,0.190429687499993,0.190429687499993,83.2177734375,0.190429687499993,0.190429687499993,195,278.9794921875,0.912270769854768,99.9820792494889,5,6,1,13,4.20697018306119e-13,1,2,1
P1/D3,54,26,14,22,6,10,18,6,10,14,18,22,26,0.190429687499993,0.190429687499993,83.2177734375,0.190429687499993,0.190429687499993,195,278.9794921875,0.912270769854768,99.9820792494889,5,6,1,13,4.20697018306119e-13,1,2,1
P1/D3,55,26,14,18,22,10,6,6,10,14,18,22,26,0.190429687499993,0.190429687499993,83.2177734375,0.190429687499993,0.190429687499993,195,278.9794921875,0.912270769854768,99.9820792494889,5,6,1,13,4.20697018306119e-13,1,2,1
P1/D3,56,26,14,18,22,6,10,6,10,14,18,22,26,0.190429687499993,0.190429687499993,83.2177734375,0.190429687499993,0.190429687499993,195,278.9794921875,0.912270769854768,99.9820792494889,5,6,1,13,4.20697018306119e-13,1,2,1
P1/D3,57,26,14,18,10,22,6,6,10,14,18,22,26,0.190429687499993,0.190429687499993,83.2177734375,0.190429687499993,0.190429687499993,195,278.9794921875,0.912270769854768,99.9820792494889,5,6,1,13,4.20697018306119e-13,1,2,1
P1/D3,58,26,14,18,10,6,22,6,10,14,18,22,26,0.190429687499993,0.190429687499993,83.2177734375,0.190429687499993,0.190429687499993,195,278.9794921875,0.912270769854768,99.9820792494889,5,6,1,13,4.20697018306119e-13,1,2,1
P1/D3,59,26,14,18,6,22,10,6,10,14,18,22,26,0.190429687499993,0.190429687499993,83.2177734375,0.190429687499993,0.190429687499993,195,278.9794921875,0.912270769854768,99.9820792494889,5,6,1,13,4.20697018306119e-13,1,2,1
P1/D3,60,26,14,18,6,10,22,6,10,14,18,22,26,0.190429687499993,0.190429687499993,83.2177734375,0.190429687499993,0.190429687499993,195,278.9794921875,0.912270769854768,99.9820792494889,5,6,1,13,4.20697018306119e-13,1,2,1
P1/D3,61,26,14,10,22,18,6,6,10,14,18,22,26,0.190429687499993,0.190429687499993,83.2177734375,0.190429687499993,0.190429687499993,195,278.9794921875,0.912270769854768,99.9820792494889,5,6,1,13,4.20697018306119e-13,1,2,1
P1/D3,62,26,14,10,22,6,18,6,10,14,18,22,26,0.190429687499993,0.190429687499993,83.2177734375,0.190429687499993,0.190429687499993,195,278.9794921875,0.912270769854768,99.9820792494889,5,6,1,13,4.20697018306119e-13,1,2,1
P1/D3,63,26,14,10,18,22,6,6,10,14,18,22,26,0.190429687499993,0.190429687499993,83.2177734375,0.190429687499993,0.190429687499993,195,278.9794921875,0.912270769854768,99.9820792494889,5,6,1,13,4.20697018306119e-13,1,2,1
P1/D3,64,26,14,10,18,6,22,6,10,14,18,22,26,0.190429687499993,0.190429687499993,83.2177734375,0.190429687499993,0.190429687499993,195,278.9794921875,0.912270769854768,99.9820792494889,5,6,1,13,4.20697018306119e-13,1,2,1
P1/D3,65,26,14,10,6,22,18,6,10,14,18,22,26,0.190429687499993,0.190429687499993,83.2177734375,0.190429687499993,0.190429687499993,195,278.9794921875,0.912270769854768,99.9820792494889,5,6,1,13,4.20697018306119e-13,1,2,1
P1/D3,66,26,14,10,6,18,22,6,10,14,18,22,26,0.190429687499993,0.190429687499993,83.2177734375,0.190429687499993,0.190429687499993,195,278.9794921875,0.912270769854768,99.9820792494889,5,6,1,13,4.20697018306119e-13,1,2,1
P1/D3,67,26,14,6,22,18,10,6,10,14,18,22,26,0.190429687499993,0.190429687499993,83.2177734375,0.190429687499993,0.190429687499993,195,278.9794921875,0.912270769854768,99.9820792494889,5,6,1,13,4.20697018306119e-13,1,2,1
P1/D3,68,26,14,6,22,10,18,6,10,14,18,22,26,0.190429687499993,0.190429687499993,83.2177734375,0.190429687499993,0.190429687499993,195,278.9794921875,0.912270769854768,99.9820792494889,5,6,1,13,4.20697018306119e-13,1,2,1
P1/D3,69,26,14,6,18,22,10,6,10,14,18,22,26,0.190429687499993,0.190429687499993,83.2177734375,0.190429687499993,0.190429687499993,195,278.9794921875,0.912270769854768,99.9820792494889,5,6,1,13,4.20697018306119e-13,1,2,1
P1/D3,70,26,14,6,18,10,22,6,10,14,18,22,26,0.190429687499993,0.190429687499993,83.2177734375,0.190429687499993,0.190429687499993,195,278.9794921875,0.912270769854768,99.9820792494889,5,6,1,13,4.20697018306119e-13,1,2,1
P1/D3,71,26,14,6,10,22,18,6,10,14,18,22,26,0.190429687499993,0.190429687499993,83.2177734375,0.190429687499993,0.190429687499993,195,278.9794921875,0.912270769854768,99.9820792494889,5,6,1,13,4.20697018306119e-13,1,2,1
P1/D3,72,26,14,6,10,18,22,6,10,14,18,22,26,0.190429687499993,0.190429687499993,83.2177734375,0.190429687499993,0.190429687499993,195,278.9794921875,0.912270769854768,99.9820792494889,5,6,1,13,4.20697018306119e-13,1,2,1
P1/D3,73,26,10,22,18,14,6,6,10,14,18,22,26,0.190429687499993,87.216796875,0.190429687499993,0.190429687499993,0.190429687499993,195,282.978515625,0.910763386584443,99.9789639713661,5,6,1,13,5.26849800970015e-13,1,2,1
P1/D3,74,26,10,22,18,6,14,6,10,14,18,22,26,0.190429687499993,87.216796875,0.190429687499993,0.190429687499993,0.190429687499993,195,282.978515625,0.910763386584443,99.9789639713661,5,6,1,13,5.26849800970015e-13,1,2,1
P1/D3,75,26,10,22,14,18,6,6,10,14,18,22,26,0.190429687499993,87.216796875,0.190429687499993,0.190429687499993,0.190429687499993,195,282.978515625,0.910763386584443,99.9789639713661,5,6,1,13,5.26849800970015e-13,1,2,1
P1/D3,76,26,10,22,14,6,18,6,10,14,18,22,26,0.190429687499993,87.216796875,0.190429687499993,0.190429687499993,0.190429687499993,195,282.978515625,0.910763386584443,99.9789639713661,5,6,1,13,5.26849800970015e-13,1,2,1
P1/D3,77,26,10,22,6,18,14,6,10,14,18,22,26,0.190429687499993,87.216796875,0.190429687499993,0.190429687499993,0.190429687499993,195,282.978515625,0.910763386584443,99.9789639713661,5,6,1,13,5.26849800970015e-13,1,2,1
P1/D3,78,26,10,22,6,14,18,6,10,14,18,22,26,0.190429687499993,87.216796875,0.190429687499993,0.190429687499993,0.190429687499993,195,282.978515625,0.910763386584443,99.9789639713661,5,6,1,13,5.26849800970015e-13,1,2,1
P1/D3,79,26,10,18,22,14,6,6,10,14,18,22,26,0.190429687499993,87.216796875,0.190429687499993,0.190429687499993,0.190429687499993,195,282.978515625,0.910763386584443,99.9789639713661,5,6,1,13,5.26849800970015e-13,1,2,1
P1/D3,80,26,10,18,22,6,14,6,10,14,18,22,26,0.190429687499993,87.216796875,0.190429687499993,0.190429687499993,0.190429687499993,195,282.978515625,0.910763386584443,99.9789639713661,5,6,1,13,5.26849800970015e-13,1,2,1
P1/D3,81,26,10,18,14,22,6,6,10,14,18,22,26,0.190429687499993,87.216796875,0.190429687499993,0.190429687499993,0.190429687499993,195,282.978515625,0.910763386584443,99.9789639713661,5,6,1,13,5.26849800970015e-13,1,2,1
P1/D3,82,26,10,18,14,6,22,6,10,14,18,22,26,0.190429687499993,87.216796875,0.190429687499993,0.190429687499993,0.190429687499993,195,282.978515625,0.910763386584443,99.9789639713661,5,6,1,13,5.26849800970015e-13,1,2,1
P1/D3,83,26,10,18,6,22,14,6,10,14,18,22,26,0.190429687499993,87.216796875,0.190429687499993,0.190429687499993,0.190429687499993,195,282.978515625,0.910763386584443,99.9789639713661,5,6,1,13,5.26849800970015e-13,1,2,1
P1/D3,84,26,10,18,6,14,22,6,10,14,18,22,26,0.190429687499993,87.216796875,0.190429687499993,0.190429687499993,0.190429687499993,195,282.978515625,0.910763386584443,99.9789639713661,5,6,1,13,5.26849800970015e-13,1,2,1
P1/D3,85,26,10,14,22,18,6,6,10,14,18,22,26,0.190429687499993,87.216796875,0.190429687499993,0.190429687499993,0.190429687499993,195,282.978515625,0.910763386584443,99.9789639713661,5,6,1,13,5.26849800970015e-13,1,2,1
P1/D3,86,26,10,14,22,6,18,6,10,14,18,22,26,0.190429687499993,87.216796875,0.190429687499993,0.190429687499993,0.190429687499993,195,282.978515625,0.910763386584443,99.9789639713661,5,6,1,13,5.26849800970015e-13,1,2,1
P1/D3,87,26,10,14,18,22,6,6,10,14,18,22,26,0.190429687499993,87.216796875,0.190429687499993,0.190429687499993,0.190429687499993,195,282.978515625,0.910763386584443,99.9789639713661,5,6,1,13,5.26849800970015e-13,1,2,1
P1/D3,88,26,10,14,18,6,22,6,10,14,18,22,26,0.190429687499993,87.216796875,0.190429687499993,0.190429687499993,0.190429687499993,195,282.978515625,0.910763386584443,99.9789639713661,5,6,1,13,5.26849800970015e-13,1,2,1
P1/D3,89,26,10,14,6,22,18,6,10,14,18,22,26,0.190429687499993,87.216796875,0.190429687499993,0.190429687499993,0.190429687499993,195,282.978515625,0.910763386584443,99.9789639713661,5,6,1,13,5.26849800970015e-13,1,2,1
P1/D3,90,26,10,14,6,18,22,6,10,14,18,22,26,0.190429687499993,87.216796875,0.190429687499993,0.190429687499993,0.190429687499993,195,282.978515625,0.910763386584443,99.9789639713661,5,6,1,13,5.26849800970015e-13,1,2,1
P1/D3,91,26,10,6,22,18,14,6,10,14,18,22,26,0.190429687499993,87.216796875,0.190429687499993,0.190429687499993,0.190429687499993,195,282.978515625,0.910763386584443,99.9789639713661,5,6,1,13,5.26849800970015e-13,1,2,1
P1/D3,92,26,10,6,22,14,18,6,10,14,18,22,26,0.190429687499993,87.216796875,0.190429687499993,0.190429687499993,0.190429687499993,195,282.978515625,0.910763386584443,99.9789639713661,5,6,1,13,5.26849800970015e-13,1,2,1
P1/D3,93,26,10,6,18,22,14,6,10,14,18,22,26,0.190429687499993,87.216796875,0.190429687499993,0.190429687499993,0.190429687499993,195,282.978515625,0.910763386584443,99.9789639713661,5,6,1,13,5.26849800970015e-13,1,2,1
P1/D3,94,26,10,6,18,14,22,6,10,14,18,22,26,0.190429687499993,87.216796875,0.190429687499993,0.190429687499993,0.190429687499993,195,282.978515625,0.910763386584443,99.9789639713661,5,6,1,13,5.26849800970015e-13,1,2,1
P1/D3,95,26,10,6,14,22,18,6,10,14,18,22,26,0.190429687499993,87.216796875,0.190429687499993,0.190429687499993,0.190429687499993,195,282.978515625,0.910763386584443,99.9789639713661,5,6,1,13,5.26849800970015e-13,1,2,1
P1/D3,96,26,10,6,14,18,22,6,10,14,18,22,26,0.190429687499993,87.216796875,0.190429687499993,0.190429687499993,0.190429687499993,195,282.978515625,0.910763386584443,99.9789639713661,5,6,1,13,5.26849800970015e-13,1,2,1
P1/D3,97,26,6,22,18,14,10,6,10,14,18,22,26,97.880859375,0.190429687499993,0.190429687499993,0.190429687499993,0.190429687499993,195,293.642578125,0.908234411045771,99.9830178649179,5,6,1,13,7.38745462415703e-13,1,2,1
P1/D3,98,26,6,22,18,10,14,6,10,14,18,22,26,97.880859375,0.190429687499993,0.190429687499993,0.190429687499993,0.190429687499993,195,293.642578125,0.908234411045771,99.9830178649179,5,6,1,13,7.38745462415703e-13,1,2,1
P1/D3,99,26,6,22,14,18,10,6,10,14,18,22,26,97.880859375,0.190429687499993,0.190429687499993,0.190429687499993,0.190429687499993,195,293.642578125,0.908234411045771,99.9830178649179,5,6,1,13,7.38745462415703e-13,1,2,1
P1/D3,100,26,6,22,14,10,18,6,10,14,18,22,26,97.880859375,0.190429687499993,0.190429687499993,0.190429687499993,0.190429687499993,195,293.642578125,0.908234411045771,99.9830178649179,5,6,1,13,7.38745462415703e-13,1,2,1
P1/D3,101,26,6,22,10,18,14,6,10,14,18,22,26,97.880859375,0.190429687499993,0.190429687499993,0.190429687499993,0.190429687499993,195,293.642578125,0.908234411045771,99.9830178649179,5,6,1,13,7.38745462415703e-13,1,2,1
P1/D3,102,26,6,22,10,14,18,6,10,14,18,22,26,97.880859375,0.190429687499993,0.190429687499993,0.190429687499993,0.190429687499993,195,293.642578125,0.908234411045771,99.9830178649179,5,6,1,13,7.38745462415703e-13,1,2,1
P1/D3,103,26,6,18,22,14,10,6,10,14,18,22,26,97.880859375,0.190429687499993,0.190429687499993,0.190429687499993,0.190429687499993,195,293.642578125,0.908234411045771,99.9830178649179,5,6,1,13,7.38745462415703e-13,1,2,1
P1/D3,104,26,6,18,22,10,14,6,10,14,18,22,26,97.880859375,0.190429687499993,0.190429687499993,0.190429687499993,0.190429687499993,195,293.642578125,0.908234411045771,99.9830178649179,5,6,1,13,7.38745462415703e-13,1,2,1
P1/D3,105,26,6,18,14,22,10,6,10,14,18,22,26,97.880859375,0.190429687499993,0.190429687499993,0.190429687499993,0.190429687499993,195,293.642578125,0.908234411045771,99.9830178649179,5,6,1,13,7.38745462415703e-13,1,2,1
P1/D3,106,26,6,18,14,10,22,6,10,14,18,22,26,97.880859375,0.190429687499993,0.190429687499993,0.190429687499993,0.190429687499993,195,293.642578125,0.908234411045771,99.9830178649179,5,6,1,13,7.38745462415703e-13,1,2,1
P1/D3,107,26,6,18,10,22,14,6,10,14,18,22,26,97.880859375,0.190429687499993,0.190429687499993,0.190429687499993,0.190429687499993,195,293.642578125,0.908234411045771,99.9830178649179,5,6,1,13,7.38745462415703e-13,1,2,1
P1/D3,108,26,6,18,10,14,22,6,10,14,18,22,26,97.880859375,0.190429687499993,0.190429687499993,0.190429687499993,0.190429687499993,195,293.642578125,0.908234411045771,99.9830178649179,5,6,1,13,7.38745462415703e-13,1,2,1
P1/D3,109,26,6,14,22,18,10,6,10,14,18,22,26,97.880859375,0.190429687499993,0.190429687499993,0.190429687499993,0.190429687499993,195,293.642578125,0.908234411045771,99.9830178649179,5,6,1,13,7.38745462415703e-13,1,2,1
P1/D3,110,26,6,14,22,10,18,6,10,14,18,22,26,97.880859375,0.190429687499993,0.190429687499993,0.190429687499993,0.190429687499993,195,293.642578125,0.908234411045771,99.9830178649179,5,6,1,13,7.38745462415703e-13,1,2,1
P1/D3,111,26,6,14,18,22,10,6,10,14,18,22,26,97.880859375,0.190429687499993,0.190429687499993,0.190429687499993,0.190429687499993,195,293.642578125,0.908234411045771,99.9830178649179,5,6,1,13,7.38745462415703e-13,1,2,1
P1/D3,112,26,6,14,18,10,22,6,10,14,18,22,26,97.880859375,0.190429687499993,0.190429687499993,0.190429687499993,0.190429687499993,195,293.642578125,0.908234411045771,99.9830178649179,5,6,1,13,7.38745462415703e-13,1,2,1
P1/D3,113,26,6,14,10,22,18,6,10,14,18,22,26,97.880859375,0.190429687499993,0.190429687499993,0.190429687499993,0.190429687499993,195,293.642578125,0.908234411045771,99.9830178649179,5,6,1,13,7.38745462415703e-13,1,2,1
P1/D3,114,26,6,14,10,18,22,6,10,14,18,22,26,97.880859375,0.190429687499993,0.190429687499993,0.190429687499993,0.190429687499993,195,293.642578125,0.908234411045771,99.9830178649179,5,6,1,13,7.38745462415703e-13,1,2,1
